"item","verb","frame","voice","polarity","conditional2","Mean","low.ci","high.ci","SD","C"
"spellbind-that_S-passive-negative-matrix","spellbind","that_S","passive","negative","matrix",0.9,0.15,0.1,0.210818510677892,10
"spellbind-that_S-passive-positive-conditional","spellbind","that_S","passive","positive","conditional",0.95,0.1,0.05,0.158113883008419,10
"spellbind-that_S-passive-positive-matrix","spellbind","that_S","passive","positive","matrix",0.8,0.3,0.2,0.421637021355784,10
"spook-that_S-passive-negative-conditional","spook","that_S","passive","negative","conditional",0.7,0.15,0.15,0.258198889747161,10
"spook-that_S-passive-negative-matrix","spook","that_S","passive","negative","matrix",0.75,0.25,0.2,0.353553390593274,10
"spook-that_S-passive-positive-conditional","spook","that_S","passive","positive","conditional",0.95,0.1,0.05,0.158113883008419,10
"spook-that_S-passive-positive-matrix","spook","that_S","passive","positive","matrix",1,0,0,0,10
"spot-that_S-active-negative-conditional","spot","that_S","active","negative","conditional",0.65,0.2,0.2,0.337474278855276,10
"spot-that_S-active-negative-matrix","spot","that_S","active","negative","matrix",0.9,0.15,0.1,0.210818510677892,10
"spot-that_S-active-positive-conditional","spot","that_S","active","positive","conditional",1,0,0,0,10
"spot-that_S-active-positive-matrix","spot","that_S","active","positive","matrix",1,0,0,0,10
"spout-that_S-active-negative-conditional","spout","that_S","active","negative","conditional",0.55,0.05,0.1,0.158113883008419,10
"spout-that_S-active-negative-matrix","spout","that_S","active","negative","matrix",0.65,0.15,0.15,0.241522945769824,10
"spout-that_S-active-positive-conditional","spout","that_S","active","positive","conditional",0.95,0.1,0.05,0.158113883008419,10
"spout-that_S-active-positive-matrix","spout","that_S","active","positive","matrix",0.8,0.15,0.15,0.258198889747161,10
"squeal-that_S-active-negative-conditional","squeal","that_S","active","negative","conditional",0.5,0,0,0,10
"squeal-that_S-active-negative-matrix","squeal","that_S","active","negative","matrix",0.6,0.20125,0.25,0.394405318873308,10
"squeal-that_S-active-positive-conditional","squeal","that_S","active","positive","conditional",0.95,0.1,0.05,0.158113883008419,10
"squeal-that_S-active-positive-matrix","squeal","that_S","active","positive","matrix",0.85,0.15,0.1,0.241522945769824,10
"stammer-that_S-active-negative-conditional","stammer","that_S","active","negative","conditional",0.6,0.1,0.15,0.210818510677892,10
"stammer-that_S-active-negative-matrix","stammer","that_S","active","negative","matrix",0.65,0.2,0.2,0.337474278855276,10
"stammer-that_S-active-positive-conditional","stammer","that_S","active","positive","conditional",0.9,0.15,0.1,0.210818510677892,10
"stammer-that_S-active-positive-matrix","stammer","that_S","active","positive","matrix",0.85,0.15,0.1,0.241522945769824,10
"startle-that_S-passive-negative-conditional","startle","that_S","passive","negative","conditional",0.9,0.15,0.1,0.210818510677892,10
"startle-that_S-passive-negative-matrix","startle","that_S","passive","negative","matrix",0.9,0.2,0.1,0.316227766016838,10
"startle-that_S-passive-positive-conditional","startle","that_S","passive","positive","conditional",1,0,0,0,10
"startle-that_S-passive-positive-matrix","startle","that_S","passive","positive","matrix",0.85,0.25,0.15,0.337474278855276,10
"state-that_S-active-negative-conditional","state","that_S","active","negative","conditional",0.45,0.1,0.05,0.158113883008419,10
"state-that_S-active-negative-matrix","state","that_S","active","negative","matrix",0.5,0.1,0.15,0.235702260395516,10
"state-that_S-active-positive-conditional","state","that_S","active","positive","conditional",0.85,0.15,0.15,0.241522945769824,10
"state-that_S-active-positive-matrix","state","that_S","active","positive","matrix",0.8,0.15,0.15,0.258198889747161,10
"stimulate-that_S-passive-negative-conditional","stimulate","that_S","passive","negative","conditional",0.8,0.15,0.15,0.258198889747161,10
"stimulate-that_S-passive-negative-matrix","stimulate","that_S","passive","negative","matrix",0.944444444444444,0.111111111111111,0.0555555555555556,0.166666666666667,9
"stimulate-that_S-passive-positive-conditional","stimulate","that_S","passive","positive","conditional",0.85,0.15,0.15,0.241522945769824,10
"stimulate-that_S-passive-positive-matrix","stimulate","that_S","passive","positive","matrix",0.95,0.1,0.05,0.158113883008419,10
"stipulate-that_S-active-negative-conditional","stipulate","that_S","active","negative","conditional",0.5,0,0,0,10
"stipulate-that_S-active-negative-matrix","stipulate","that_S","active","negative","matrix",0.55,0.15,0.15,0.283823106098773,10
"stipulate-that_S-active-positive-conditional","stipulate","that_S","active","positive","conditional",0.8,0.15,0.15,0.258198889747161,10
"stipulate-that_S-active-positive-matrix","stipulate","that_S","active","positive","matrix",0.75,0.15,0.15,0.263523138347365,10
"stress-that_S-active-negative-conditional","stress","that_S","active","negative","conditional",0.8,0.2,0.151249999999999,0.349602949390051,10
"stress-that_S-active-negative-matrix","stress","that_S","active","negative","matrix",0.75,0.15,0.15,0.263523138347365,10
"stress-that_S-active-positive-conditional","stress","that_S","active","positive","conditional",0.85,0.15,0.1,0.241522945769824,10
"stress-that_S-active-positive-matrix","stress","that_S","active","positive","matrix",0.8,0.15,0.15,0.258198889747161,10
"stress-that_S-passive-negative-conditional","stress","that_S","passive","negative","conditional",0.75,0.15,0.15,0.263523138347365,10
"stress-that_S-passive-negative-matrix","stress","that_S","passive","negative","matrix",0.95,0.1,0.05,0.158113883008419,10
"stress-that_S-passive-positive-conditional","stress","that_S","passive","positive","conditional",0.9,0.15,0.1,0.210818510677892,10
"stress-that_S-passive-positive-matrix","stress","that_S","passive","positive","matrix",0.95,0.1,0.05,0.158113883008419,10
"stun-that_S-passive-negative-conditional","stun","that_S","passive","negative","conditional",0.8,0.25,0.2,0.349602949390051,10
"stun-that_S-passive-negative-matrix","stun","that_S","passive","negative","matrix",0.9,0.1,0.1,0.210818510677892,10
"stun-that_S-passive-positive-conditional","stun","that_S","passive","positive","conditional",1,0,0,0,10
"stun-that_S-passive-positive-matrix","stun","that_S","passive","positive","matrix",1,0,0,0,10
"stupefy-that_S-passive-negative-conditional","stupefy","that_S","passive","negative","conditional",0.75,0.15,0.15,0.263523138347365,10
"stupefy-that_S-passive-negative-matrix","stupefy","that_S","passive","negative","matrix",0.7,0.2,0.2,0.349602949390051,10
"stupefy-that_S-passive-positive-conditional","stupefy","that_S","passive","positive","conditional",0.8,0.2,0.2,0.349602949390051,10
"stupefy-that_S-passive-positive-matrix","stupefy","that_S","passive","positive","matrix",0.95,0.1,0.05,0.158113883008419,10
"stutter-that_S-active-negative-conditional","stutter","that_S","active","negative","conditional",0.55,0.15,0.15,0.283823106098773,10
"stutter-that_S-active-negative-matrix","stutter","that_S","active","negative","matrix",0.6,0.1,0.15,0.210818510677892,10
"stutter-that_S-active-positive-conditional","stutter","that_S","active","positive","conditional",0.8,0.15,0.15,0.258198889747161,10
"stutter-that_S-active-positive-matrix","stutter","that_S","active","positive","matrix",0.9,0.15,0.1,0.210818510677892,10
"submit-that_S-active-negative-conditional","submit","that_S","active","negative","conditional",0.5,0.15,0.15,0.235702260395516,10
"submit-that_S-active-negative-matrix","submit","that_S","active","negative","matrix",0.5,0.15,0.15,0.235702260395516,10
"submit-that_S-active-positive-conditional","submit","that_S","active","positive","conditional",0.75,0.15,0.15,0.263523138347365,10
"submit-that_S-active-positive-matrix","submit","that_S","active","positive","matrix",0.7,0.25,0.2,0.349602949390051,10
"suggest-that_S-active-negative-conditional","suggest","that_S","active","negative","conditional",0.45,0.1,0.05,0.158113883008419,10
"suggest-that_S-active-negative-matrix","suggest","that_S","active","negative","matrix",0.35,0.15,0.1,0.241522945769824,10
"suggest-that_S-active-positive-conditional","suggest","that_S","active","positive","conditional",0.45,0.1,0.05,0.158113883008419,10
"suggest-that_S-active-positive-matrix","suggest","that_S","active","positive","matrix",0.5,0,0,0,10
"summarize-that_S-active-negative-conditional","summarize","that_S","active","negative","conditional",0.5,0,0,0,10
"summarize-that_S-active-negative-matrix","summarize","that_S","active","negative","matrix",0.65,0.15,0.15,0.241522945769824,10
"summarize-that_S-active-positive-conditional","summarize","that_S","active","positive","conditional",0.9,0.2,0.1,0.316227766016838,10
"summarize-that_S-active-positive-matrix","summarize","that_S","active","positive","matrix",0.9,0.15,0.1,0.210818510677892,10
"suppose-that_S-active-negative-conditional","suppose","that_S","active","negative","conditional",0.5,0,0,0,10
"suppose-that_S-active-negative-matrix","suppose","that_S","active","negative","matrix",0.45,0.1,0.05,0.158113883008419,10
"suppose-that_S-active-positive-conditional","suppose","that_S","active","positive","conditional",0.55,0.05,0.1,0.158113883008419,10
"suppose-that_S-active-positive-matrix","suppose","that_S","active","positive","matrix",0.5,0,0,0,10
"surmise-that_S-active-negative-conditional","surmise","that_S","active","negative","conditional",0.75,0.15,0.15,0.263523138347365,10
"surmise-that_S-active-negative-matrix","surmise","that_S","active","negative","matrix",0.611111111111111,0.222222222222222,0.222222222222222,0.333333333333333,9
"surmise-that_S-active-positive-conditional","surmise","that_S","active","positive","conditional",0.55,0.05,0.1,0.158113883008419,10
"surmise-that_S-active-positive-matrix","surmise","that_S","active","positive","matrix",0.611111111111111,0.111111111111111,0.166666666666667,0.220479275922049,9
"surprise-that_S-passive-negative-conditional","surprise","that_S","passive","negative","conditional",0.95,0.1,0.05,0.158113883008419,10
"surprise-that_S-passive-negative-matrix","surprise","that_S","passive","negative","matrix",0.85,0.2,0.15,0.337474278855276,10
"surprise-that_S-passive-positive-conditional","surprise","that_S","passive","positive","conditional",1,0,0,0,10
"surprise-that_S-passive-positive-matrix","surprise","that_S","passive","positive","matrix",1,0,0,0,10
"suspect-that_S-active-negative-conditional","suspect","that_S","active","negative","conditional",0.45,0.15,0.15,0.283823106098773,10
"suspect-that_S-active-negative-matrix","suspect","that_S","active","negative","matrix",0.75,0.15,0.15,0.263523138347365,10
"suspect-that_S-active-positive-conditional","suspect","that_S","active","positive","conditional",0.55,0.05,0.1,0.158113883008419,10
"suspect-that_S-active-positive-matrix","suspect","that_S","active","positive","matrix",0.5,0,0,0,10
"swear-that_S-active-negative-conditional","swear","that_S","active","negative","conditional",0.5,0.15,0.15,0.235702260395516,10
"swear-that_S-active-negative-matrix","swear","that_S","active","negative","matrix",0.5,0.15,0.15,0.235702260395516,10
"swear-that_S-active-positive-conditional","swear","that_S","active","positive","conditional",0.85,0.2,0.15,0.337474278855276,10
"swear-that_S-active-positive-matrix","swear","that_S","active","positive","matrix",0.65,0.15,0.15,0.241522945769824,10
"tantalize-that_S-passive-negative-conditional","tantalize","that_S","passive","negative","conditional",0.8,0.15,0.15,0.258198889747161,10
"tantalize-that_S-passive-negative-matrix","tantalize","that_S","passive","negative","matrix",0.75,0.15,0.15,0.263523138347365,10
"tantalize-that_S-passive-positive-conditional","tantalize","that_S","passive","positive","conditional",0.8,0.15,0.15,0.258198889747161,10
"tantalize-that_S-passive-positive-matrix","tantalize","that_S","passive","positive","matrix",0.75,0.15,0.15,0.263523138347365,10
"tease-that_S-active-negative-conditional","tease","that_S","active","negative","conditional",0.5,0.15,0.15,0.235702260395516,10
"tease-that_S-active-negative-matrix","tease","that_S","active","negative","matrix",0.55,0.15,0.15,0.283823106098773,10
"tease-that_S-active-positive-conditional","tease","that_S","active","positive","conditional",0.7,0.15,0.15,0.258198889747161,10
"tease-that_S-active-positive-matrix","tease","that_S","active","positive","matrix",0.6,0.2,0.2,0.316227766016838,10
"tell-that_S-passive-negative-conditional","tell","that_S","passive","negative","conditional",0.65,0.15,0.15,0.241522945769824,10
"tell-that_S-passive-negative-matrix","tell","that_S","passive","negative","matrix",0.7,0.25,0.2,0.421637021355784,10
"tell-that_S-passive-positive-conditional","tell","that_S","passive","positive","conditional",0.65,0.1,0.15,0.241522945769824,10
"tell-that_S-passive-positive-matrix","tell","that_S","passive","positive","matrix",0.7,0.15,0.15,0.258198889747161,10
"terrify-that_S-passive-negative-conditional","terrify","that_S","passive","negative","conditional",0.9,0.15,0.1,0.210818510677892,10
"terrify-that_S-passive-negative-matrix","terrify","that_S","passive","negative","matrix",0.95,0.1,0.05,0.158113883008419,10
"terrify-that_S-passive-positive-conditional","terrify","that_S","passive","positive","conditional",0.85,0.15,0.15,0.241522945769824,10
