"","workerid","rt","subjectGender","speakerGender","content","verb","contentNr","trigger_class","response","slide_number_in_experiment","age","language","assess","american","gender","comments","Answer.time_in_minutes"
"6814",295,4302,"M","F","Mary is pregnant","pretend","1","NonProj",0.74,3,33,"English","Yes","y","m","75 cents seems to be appropriate payment for this task. I did make me think about the meaning of words but what is missing from the sentences is tone of voice. That makes deciding certainty more difficult.",16.61441667
"6815",295,12826,"F","F","Charley speaks Spanish","confirm","20","C",0.7,4,33,"English","Yes","y","m","75 cents seems to be appropriate payment for this task. I did make me think about the meaning of words but what is missing from the sentences is tone of voice. That makes deciding certainty more difficult.",16.61441667
"6816",295,5496,"F","M","Jackson ran 10 miles","announce","13","C",0.19,5,33,"English","Yes","y","m","75 cents seems to be appropriate payment for this task. I did make me think about the meaning of words but what is missing from the sentences is tone of voice. That makes deciding certainty more difficult.",16.61441667
"6817",295,6955,"M","F","Olivia sleeps until noon","be_right","4","C",0.62,6,33,"English","Yes","y","m","75 cents seems to be appropriate payment for this task. I did make me think about the meaning of words but what is missing from the sentences is tone of voice. That makes deciding certainty more difficult.",16.61441667
"6818",295,13675,"M","M","Zoe calculated the tip","know","10","NonProj",1,7,33,"English","Yes","y","m","75 cents seems to be appropriate payment for this task. I did make me think about the meaning of words but what is missing from the sentences is tone of voice. That makes deciding certainty more difficult.",16.61441667
"6819",295,7623,"F","F","Danny ate the last cupcake","reveal","11","NonProj",1,8,33,"English","Yes","y","m","75 cents seems to be appropriate payment for this task. I did make me think about the meaning of words but what is missing from the sentences is tone of voice. That makes deciding certainty more difficult.",16.61441667
"6820",295,4993,NA,"F","Zack is coming to the meeting tomorrow","MC","control1","control",0.15,9,33,"English","Yes","y","m","75 cents seems to be appropriate payment for this task. I did make me think about the meaning of words but what is missing from the sentences is tone of voice. That makes deciding certainty more difficult.",16.61441667
"6821",295,6553,"M","M","Grace visited her sister","suggest","9","C",0.28,10,33,"English","Yes","y","m","75 cents seems to be appropriate payment for this task. I did make me think about the meaning of words but what is missing from the sentences is tone of voice. That makes deciding certainty more difficult.",16.61441667
"6822",295,5039,"F","M","Julian dances salsa","see","18","NonProj",1,11,33,"English","Yes","y","m","75 cents seems to be appropriate payment for this task. I did make me think about the meaning of words but what is missing from the sentences is tone of voice. That makes deciding certainty more difficult.",16.61441667
"6823",295,5578,"F","M","Frank got a cat","say","12","C",0.61,12,33,"English","Yes","y","m","75 cents seems to be appropriate payment for this task. I did make me think about the meaning of words but what is missing from the sentences is tone of voice. That makes deciding certainty more difficult.",16.61441667
"6824",295,7993,"M","F","Emma studied on Saturday morning","hear","3","C",0.86,13,33,"English","Yes","y","m","75 cents seems to be appropriate payment for this task. I did make me think about the meaning of words but what is missing from the sentences is tone of voice. That makes deciding certainty more difficult.",16.61441667
"6825",295,15058,"F","F","Owen shoveled snow last winter","demonstrate","17","C",0.23,14,33,"English","Yes","y","m","75 cents seems to be appropriate payment for this task. I did make me think about the meaning of words but what is missing from the sentences is tone of voice. That makes deciding certainty more difficult.",16.61441667
"6826",295,5046,"F","F","Tony had a drink last night","discover","15","NonProj",0.78,15,33,"English","Yes","y","m","75 cents seems to be appropriate payment for this task. I did make me think about the meaning of words but what is missing from the sentences is tone of voice. That makes deciding certainty more difficult.",16.61441667
"6827",295,10216,"M","M","Emily bought a car yesterday","admit","8","C",0.92,16,33,"English","Yes","y","m","75 cents seems to be appropriate payment for this task. I did make me think about the meaning of words but what is missing from the sentences is tone of voice. That makes deciding certainty more difficult.",16.61441667
"6828",295,5681,"F","M","Jon walks to work","inform","19","C",1,17,33,"English","Yes","y","m","75 cents seems to be appropriate payment for this task. I did make me think about the meaning of words but what is missing from the sentences is tone of voice. That makes deciding certainty more difficult.",16.61441667
"6829",295,6154,NA,"F","Madison had a baby","MC","control5","control",0.16,18,33,"English","Yes","y","m","75 cents seems to be appropriate payment for this task. I did make me think about the meaning of words but what is missing from the sentences is tone of voice. That makes deciding certainty more difficult.",16.61441667
"6830",295,8099,"M","F","Sophia got a tattoo","prove","5","C",0.76,19,33,"English","Yes","y","m","75 cents seems to be appropriate payment for this task. I did make me think about the meaning of words but what is missing from the sentences is tone of voice. That makes deciding certainty more difficult.",16.61441667
"6831",295,8513,NA,"F","Mary&quotechars aunt is sick","MC","control2","control",0.12,20,33,"English","Yes","y","m","75 cents seems to be appropriate payment for this task. I did make me think about the meaning of words but what is missing from the sentences is tone of voice. That makes deciding certainty more difficult.",16.61441667
"6832",295,7204,NA,"F","Hendrick&quotechars car was expensive","MC","control6","control",0.58,21,33,"English","Yes","y","m","75 cents seems to be appropriate payment for this task. I did make me think about the meaning of words but what is missing from the sentences is tone of voice. That makes deciding certainty more difficult.",16.61441667
"6833",295,7528,"F","F","Josh learned to ride a bike yesterday","establish","16","NonProj",0.36,22,33,"English","Yes","y","m","75 cents seems to be appropriate payment for this task. I did make me think about the meaning of words but what is missing from the sentences is tone of voice. That makes deciding certainty more difficult.",16.61441667
"6834",295,8157,"F","F","Jayden rented a car","confess","14","C",0.98,23,33,"English","Yes","y","m","75 cents seems to be appropriate payment for this task. I did make me think about the meaning of words but what is missing from the sentences is tone of voice. That makes deciding certainty more difficult.",16.61441667
"6835",295,6634,"M","F","Josie went on vacation to France","think","2","NonProj",0.28,24,33,"English","Yes","y","m","75 cents seems to be appropriate payment for this task. I did make me think about the meaning of words but what is missing from the sentences is tone of voice. That makes deciding certainty more difficult.",16.61441667
"6836",295,8447,"M","F","Isabella ate a steak on Sunday","acknowledge","7","C",0.82,25,33,"English","Yes","y","m","75 cents seems to be appropriate payment for this task. I did make me think about the meaning of words but what is missing from the sentences is tone of voice. That makes deciding certainty more difficult.",16.61441667
"6837",295,5996,"M","M","Mia drank 2 cocktails last night","be_annoyed","6","NonProj",1,26,33,"English","Yes","y","m","75 cents seems to be appropriate payment for this task. I did make me think about the meaning of words but what is missing from the sentences is tone of voice. That makes deciding certainty more difficult.",16.61441667
"6838",295,7787,NA,"M","Todd played football in high school","MC","control3","control",0.5,27,33,"English","Yes","y","m","75 cents seems to be appropriate payment for this task. I did make me think about the meaning of words but what is missing from the sentences is tone of voice. That makes deciding certainty more difficult.",16.61441667
"6839",297,17060,NA,"F","Todd played football in high school","MC","control3","control",0.15,2,45,"English","Yes","y","f","",7.2905
"6840",297,11532,"F","F","Frank got a cat","hear","12","C",0.88,3,45,"English","Yes","y","f","",7.2905
"6841",297,15232,"F","M","Jon walks to work","reveal","19","NonProj",0.92,4,45,"English","Yes","y","f","",7.2905
"6842",297,17152,"F","F","Josh learned to ride a bike yesterday","admit","16","C",0.19,5,45,"English","Yes","y","f","",7.2905
"6843",297,18190,"M","M","Mary is pregnant","inform","1","C",0.92,6,45,"English","Yes","y","f","",7.2905
"6844",297,10618,"F","M","Charley speaks Spanish","discover","20","NonProj",0.91,7,45,"English","Yes","y","f","",7.2905
"6845",297,22256,"M","F","Emily bought a car yesterday","confirm","8","C",0.26,8,45,"English","Yes","y","f","",7.2905
"6846",297,13868,"F","F","Owen shoveled snow last winter","pretend","17","NonProj",0.05,9,45,"English","Yes","y","f","",7.2905
"6847",297,12454,"F","F","Danny ate the last cupcake","say","11","C",0.18,10,45,"English","Yes","y","f","",7.2905
"6848",297,12330,"M","F","Mia drank 2 cocktails last night","know","6","NonProj",0.92,11,45,"English","Yes","y","f","",7.2905
"6849",297,10518,"M","F","Zoe calculated the tip","acknowledge","10","C",0.29,12,45,"English","Yes","y","f","",7.2905
"6850",297,5220,NA,"F","Madison had a baby","MC","control5","control",0.08,13,45,"English","Yes","y","f","",7.2905
"6851",297,6212,NA,"F","Hendrick&quotechars car was expensive","MC","control6","control",0.12,14,45,"English","Yes","y","f","",7.2905
"6852",297,3844,NA,"M","Vanessa is good at math","MC","control4","control",0.13,15,45,"English","Yes","y","f","",7.2905
"6853",297,4016,NA,"F","Mary&quotechars aunt is sick","MC","control2","control",0.08,16,45,"English","Yes","y","f","",7.2905
"6854",297,12468,NA,"M","Zack is coming to the meeting tomorrow","MC","control1","control",0.14,17,45,"English","Yes","y","f","",7.2905
"6855",297,10736,"M","F","Isabella ate a steak on Sunday","establish","7","NonProj",0.18,18,45,"English","Yes","y","f","",7.2905
"6856",297,8706,"M","F","Josie went on vacation to France","prove","2","C",0.35,19,45,"English","Yes","y","f","",7.2905
"6857",297,11824,"M","M","Emma studied on Saturday morning","confess","3","C",0.17,20,45,"English","Yes","y","f","",7.2905
"6858",297,9196,"M","F","Grace visited her sister","announce","9","C",0.3,21,45,"English","Yes","y","f","",7.2905
"6859",297,10168,"F","M","Julian dances salsa","be_annoyed","18","NonProj",0.86,22,45,"English","Yes","y","f","",7.2905
"6860",297,7402,"M","F","Sophia got a tattoo","be_right","5","C",0.18,23,45,"English","Yes","y","f","",7.2905
"6861",297,17142,"F","M","Tony had a drink last night","suggest","15","C",0.2,24,45,"English","Yes","y","f","",7.2905
"6862",297,8808,"F","F","Jayden rented a car","demonstrate","14","C",0.3,25,45,"English","Yes","y","f","",7.2905
"6863",297,7220,"F","F","Jackson ran 10 miles","see","13","NonProj",0.91,26,45,"English","Yes","y","f","",7.2905
"6864",297,6728,"M","M","Olivia sleeps until noon","think","4","NonProj",0.17,27,45,"English","Yes","y","f","",7.2905
"6865",298,9826,"M","M","Grace visited her sister","confess","9","C",0.5,2,55,"english","Yes","y","f","none",4.877333333
"6866",298,7705,"F","M","Jon walks to work","see","19","NonProj",0.13,3,55,"english","Yes","y","f","none",4.877333333
"6867",298,6950,"F","F","Jayden rented a car","discover","14","NonProj",0.56,4,55,"english","Yes","y","f","none",4.877333333
"6868",298,6491,"M","M","Sophia got a tattoo","admit","5","C",1,5,55,"english","Yes","y","f","none",4.877333333
"6869",298,6271,NA,"M","Vanessa is good at math","MC","control4","control",0.52,6,55,"english","Yes","y","f","none",4.877333333
"6870",298,85362,"F","F","Charley speaks Spanish","say","20","C",0.53,7,55,"english","Yes","y","f","none",4.877333333
"6871",298,9770,"F","F","Josh learned to ride a bike yesterday","be_annoyed","16","NonProj",0.96,8,55,"english","Yes","y","f","none",4.877333333
"6872",298,8038,"M","F","Olivia sleeps until noon","inform","4","C",1,9,55,"english","Yes","y","f","none",4.877333333
"6873",298,5688,"M","F","Josie went on vacation to France","know","2","NonProj",1,10,55,"english","Yes","y","f","none",4.877333333
"6874",298,5709,"F","F","Tony had a drink last night","pretend","15","NonProj",0.23,11,55,"english","Yes","y","f","none",4.877333333
"6875",298,6809,"M","M","Emily bought a car yesterday","reveal","8","NonProj",0.99,12,55,"english","Yes","y","f","none",4.877333333
"6876",298,30046,"F","F","Owen shoveled snow last winter","hear","17","C",0.51,13,55,"english","Yes","y","f","none",4.877333333
"6877",298,3763,"F","M","Frank got a cat","confirm","12","C",0.5,14,55,"english","Yes","y","f","none",4.877333333
"6878",298,6260,NA,"F","Hendrick&quotechars car was expensive","MC","control6","control",0.48,15,55,"english","Yes","y","f","none",4.877333333
"6879",298,4087,NA,"M","Mary&quotechars aunt is sick","MC","control2","control",0.52,16,55,"english","Yes","y","f","none",4.877333333
"6880",298,6587,"M","M","Mia drank 2 cocktails last night","demonstrate","6","C",0.64,17,55,"english","Yes","y","f","none",4.877333333
"6881",298,7374,"M","M","Emma studied on Saturday morning","be_right","3","C",0.59,18,55,"english","Yes","y","f","none",4.877333333
"6882",298,7203,"F","F","Julian dances salsa","acknowledge","18","C",0.97,19,55,"english","Yes","y","f","none",4.877333333
"6883",298,5954,NA,"M","Todd played football in high school","MC","control3","control",0.48,20,55,"english","Yes","y","f","none",4.877333333
"6884",298,3343,NA,"F","Zack is coming to the meeting tomorrow","MC","control1","control",0.49,21,55,"english","Yes","y","f","none",4.877333333
"6885",298,3039,NA,"M","Madison had a baby","MC","control5","control",0.47,22,55,"english","Yes","y","f","none",4.877333333
"6886",298,4831,"F","F","Danny ate the last cupcake","announce","11","C",1,23,55,"english","Yes","y","f","none",4.877333333
"6887",298,3443,"M","F","Mary is pregnant","suggest","1","C",0.52,24,55,"english","Yes","y","f","none",4.877333333
"6888",298,6021,"M","M","Zoe calculated the tip","establish","10","NonProj",0.88,25,55,"english","Yes","y","f","none",4.877333333
"6889",298,7211,"F","F","Jackson ran 10 miles","prove","13","C",0.7,26,55,"english","Yes","y","f","none",4.877333333
"6890",298,5494,"M","M","Isabella ate a steak on Sunday","think","7","NonProj",0.49,27,55,"english","Yes","y","f","none",4.877333333
"6891",299,6381,"F","F","Tony had a drink last night","be_right","15","C",0.52,2,28,"english","Yes","y","m","no comments",15.59526667
